,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Year,Month,Day,Hour,IsWeekend,Day_Monday,Day_Tuesday,Day_Wednesday,Day_Thursday,Day_Friday,Day_Saturday,Day_Sunday
233,2.8,1474,12.3,1061,195,768,113.0,1768,1406,15.4,52.1,0.9046,2004,3,20,11,1,0,0,0,0,0,1,0
234,2.6,1490,11.7,1039,182,782,108.0,1757,1422,16.3,50.0,0.9158,2004,3,20,12,1,0,0,0,0,0,1,0
235,2.6,1495,11.7,1040,168,809,105.0,1735,1373,17.1,47.9,0.9281,2004,3,20,13,1,0,0,0,0,0,1,0
236,2.1,1376,9.3,953,125,900,93.0,1636,1153,19.0,42.9,0.937,2004,3,20,14,1,0,0,0,0,0,1,0
237,1.7,1305,7.6,884,95,980,87.0,1573,927,19.5,42.3,0.9476,2004,3,20,15,1,0,0,0,0,0,1,0
238,1.6,1283,6.7,844,79,1036,76.0,1539,766,19.5,42.3,0.9493,2004,3,20,16,1,0,0,0,0,0,1,0
239,2.1,1392,9.7,967,119,930,94.0,1649,941,19.1,43.8,0.9556,2004,3,20,17,1,0,0,0,0,0,1,0
240,2.3,1452,12.4,1063,142,856,110.0,1774,1146,18.5,46.3,0.9744,2004,3,20,18,1,0,0,0,0,0,1,0
241,3.5,1633,16.6,1199,215,734,136.0,1919,1417,17.4,51.6,1.0159,2004,3,20,19,1,0,0,0,0,0,1,0
242,3.9,1625,16.4,1191,229,733,139.0,1885,1442,17.1,51.3,0.9914,2004,3,20,20,1,0,0,0,0,0,1,0
243,3.3,1535,13.7,1108,206,785,125.0,1820,1323,16.4,53.8,0.9964,2004,3,20,21,1,0,0,0,0,0,1,0
244,2.3,1323,9.9,973,147,864,111.0,1712,1125,16.2,55.4,1.0132,2004,3,20,22,1,0,0,0,0,0,1,0
245,2.1,1309,8.9,937,122,905,97.0,1672,1036,15.9,57.7,1.0356,2004,3,20,23,1,0,0,0,0,0,1,0
246,2.8,1456,10.6,999,175,835,107.0,1714,1202,15.7,58.6,1.0396,2004,3,21,0,1,0,0,0,0,0,0,1
247,2.1,1300,7.4,872,133,941,90.0,1577,1054,15.1,60.9,1.0398,2004,3,21,1,1,0,0,0,0,0,0,1
248,1.6,1203,6.2,823,89,1004,84.0,1526,903,15.6,56.6,0.9951,2004,3,21,2,1,0,0,0,0,0,0,1
249,1.6,1195,6.5,836,87,987,85.5,1554,885,15.2,57.9,0.9941,2004,3,21,3,1,0,0,0,0,0,0,1
250,1.35,1117,5.8,802,85,1029,87.0,1539,818,15.4,57.8,1.0021,2004,3,21,4,1,0,0,0,0,0,0,1
251,1.1,1062,4.0,711,55,1136,66.0,1461,700,14.9,60.6,1.0196,2004,3,21,5,1,0,0,0,0,0,0,1
252,0.7,947,2.1,594,24,1300,36.0,1390,580,14.5,63.0,1.0316,2004,3,21,6,1,0,0,0,0,0,0,1
253,0.8,1065,3.6,687,72,1143,62.0,1492,815,14.2,66.2,1.063,2004,3,21,7,1,0,0,0,0,0,0,1
254,1.2,1155,4.4,734,122,1062,91.0,1528,1035,14.5,65.3,1.0704,2004,3,21,8,1,0,0,0,0,0,0,1
255,1.4,1220,5.4,782,111,996,89.0,1560,1067,15.3,62.1,1.073,2004,3,21,9,1,0,0,0,0,0,0,1
256,1.7,1301,7.1,862,123,914,93.0,1633,1114,16.3,59.0,1.0868,2004,3,21,10,1,0,0,0,0,0,0,1
257,1.8,1279,7.3,870,106,911,81.0,1646,1000,18.9,49.6,1.07,2004,3,21,11,1,0,0,0,0,0,0,1
258,1.8,1267,7.6,883,103,953,82.0,1617,906,19.4,46.1,1.0249,2004,3,21,12,1,0,0,0,0,0,0,1
259,1.9,1239,6.8,848,102,981,80.0,1568,822,20.8,41.6,1.0091,2004,3,21,13,1,0,0,0,0,0,0,1
260,1.3,1128,4.6,742,48,1144,48.0,1507,610,21.4,40.3,1.0126,2004,3,21,14,1,0,0,0,0,0,0,1
261,1.6,1243,8.4,916,63,962,61.0,1669,657,21.2,39.3,0.9791,2004,3,21,15,1,0,0,0,0,0,0,1
262,1.9,1208,6.9,853,98,1060,89.0,1506,647,20.3,38.0,0.8942,2004,3,21,16,1,0,0,0,0,0,0,1
263,2.3,1306,9.0,938,132,961,105.0,1607,762,19.4,41.3,0.9206,2004,3,21,17,1,0,0,0,0,0,0,1
264,3.8,1546,15.1,1151,173,769,116.0,1874,1122,18.5,43.8,0.9252,2004,3,21,18,1,0,0,0,0,0,0,1
265,3.5,1501,12.6,1071,185,823,119.0,1744,1130,17.8,48.1,0.9689,2004,3,21,19,1,0,0,0,0,0,0,1
266,4.3,1605,15.1,1153,266,769,144.0,1840,1637,17.9,46.9,0.952,2004,3,21,20,1,0,0,0,0,0,0,1
267,2.8,1316,9.9,974,188,883,123.0,1673,1272,17.4,49.1,0.9688,2004,3,21,21,1,0,0,0,0,0,0,1
268,1.9,1195,8.0,898,122,933,105.0,1594,1098,17.0,51.7,0.9914,2004,3,21,22,1,0,0,0,0,0,0,1
269,1.9,1211,7.9,896,112,920,93.0,1624,1066,16.4,55.1,1.0198,2004,3,21,23,1,0,0,0,0,0,0,1
270,1.7,1161,6.1,815,93,995,86.0,1582,909,16.1,60.0,1.0919,2004,3,22,0,0,1,0,0,0,0,0,0
271,1.5,1095,5.1,767,74,1050,76.0,1547,818,15.8,60.5,1.0805,2004,3,22,1,0,1,0,0,0,0,0,0
272,0.6,897,1.7,563,23,1417,33.0,1355,472,16.3,57.0,1.0491,2004,3,22,2,0,1,0,0,0,0,0,0
277,1.2,1090,5.1,768,86,1072,76.0,1538,699,15.7,57.6,1.0195,2004,3,22,7,0,1,0,0,0,0,0,0
278,3.6,1514,17.7,1230,226,732,116.0,1996,1252,15.8,53.7,0.9571,2004,3,22,8,0,1,0,0,0,0,0,0
279,3.7,1379,18.4,1252,214,711,115.0,1962,1237,17.4,42.1,0.8281,2004,3,22,9,0,1,0,0,0,0,0,0
280,1.8,1074,6.9,854,115,1032,83.0,1484,772,17.9,38.4,0.7793,2004,3,22,10,0,1,0,0,0,0,0,0
281,1.6,1090,7.3,868,124,1026,87.0,1509,766,18.5,36.7,0.7764,2004,3,22,11,0,1,0,0,0,0,0,0
282,1.9,1110,9.6,964,122,947,90.0,1577,829,21.0,29.6,0.7263,2004,3,22,12,0,1,0,0,0,0,0,0
283,2.0,1102,10.4,994,107,955,87.0,1599,783,21.3,28.1,0.7067,2004,3,22,13,0,1,0,0,0,0,0,0
284,2.2,1100,11.2,1021,133,952,99.0,1607,822,21.3,26.1,0.6539,2004,3,22,14,0,1,0,0,0,0,0,0
285,2.1,1094,10.7,1003,130,965,99.0,1574,813,21.3,26.8,0.6681,2004,3,22,15,0,1,0,0,0,0,0,0
286,2.3,1076,11.6,1034,150,964,101.0,1544,813,21.3,24.2,0.606,2004,3,22,16,0,1,0,0,0,0,0,0
287,2.6,1152,12.4,1062,138,928,103.0,1606,850,20.2,28.5,0.6682,2004,3,22,17,0,1,0,0,0,0,0,0
288,3.8,1407,18.3,1249,213,720,129.0,1932,1276,17.0,43.1,0.8264,2004,3,22,18,0,1,0,0,0,0,0,0
289,4.4,1438,21.0,1325,232,678,143.0,1993,1401,15.6,47.4,0.8347,2004,3,22,19,0,1,0,0,0,0,0,0
290,4.5,1425,21.0,1325,238,678,146.0,1965,1356,15.3,47.4,0.8178,2004,3,22,20,0,1,0,0,0,0,0,0
291,3.3,1279,14.5,1131,180,775,124.0,1758,1243,14.5,49.7,0.8177,2004,3,22,21,0,1,0,0,0,0,0,0
292,2.0,1132,8.4,916,128,920,113.0,1561,1083,13.9,52.0,0.8231,2004,3,22,22,0,1,0,0,0,0,0,0
293,1.1,1006,4.3,729,65,1142,80.0,1370,795,14.5,49.4,0.8106,2004,3,22,23,0,1,0,0,0,0,0,0
294,0.9,982,3.8,700,53,1204,72.0,1359,735,13.8,51.4,0.8071,2004,3,23,0,0,0,1,0,0,0,0,0
295,0.8,969,2.7,636,47,1271,64.0,1309,684,14.0,51.3,0.8163,2004,3,23,1,0,0,1,0,0,0,0,0
296,0.7,941,2.5,621,51,1298,70.0,1330,714,13.0,56.8,0.8444,2004,3,23,2,0,0,1,0,0,0,0,0
301,1.1,1061,4.6,745,103,1178,88.0,1429,616,9.8,75.0,0.9093,2004,3,23,7,0,0,1,0,0,0,0,0
302,3.0,1441,14.2,1124,224,851,130.0,1829,1089,10.0,74.2,0.9117,2004,3,23,8,0,0,1,0,0,0,0,0
303,3.8,1498,21.0,1325,244,684,132.0,2095,1329,11.2,69.7,0.9232,2004,3,23,9,0,0,1,0,0,0,0,0
304,3.4,1343,16.2,1185,237,760,132.0,1857,1311,12.0,62.9,0.8803,2004,3,23,10,0,0,1,0,0,0,0,0
305,3.0,1308,15.5,1166,220,792,131.0,1794,1236,12.8,55.8,0.821,2004,3,23,11,0,0,1,0,0,0,0,0
306,2.7,1209,13.4,1097,207,837,129.0,1746,1147,13.1,54.8,0.8234,2004,3,23,12,0,0,1,0,0,0,0,0
307,3.5,1310,16.9,1207,208,770,132.0,1847,1301,13.8,53.4,0.8351,2004,3,23,13,0,0,1,0,0,0,0,0
308,2.8,1171,12.4,1064,160,881,110.0,1639,1097,16.0,42.4,0.7674,2004,3,23,14,0,0,1,0,0,0,0,0
309,1.9,1112,10.1,980,131,924,99.0,1589,900,14.1,49.8,0.7971,2004,3,23,15,0,0,1,0,0,0,0,0
310,2.0,1132,8.7,927,128,944,100.0,1570,781,12.0,61.1,0.8537,2004,3,23,16,0,0,1,0,0,0,0,0
311,3.0,1225,13.8,1111,176,818,122.0,1719,1013,13.6,54.6,0.8465,2004,3,23,17,0,0,1,0,0,0,0,0
312,1.9,1065,9.3,953,107,962,97.0,1514,790,13.7,49.5,0.7695,2004,3,23,18,0,0,1,0,0,0,0,0
313,2.7,1236,13.0,1084,131,854,112.0,1688,1059,11.7,57.1,0.7822,2004,3,23,19,0,0,1,0,0,0,0,0
314,3.3,1309,14.3,1126,166,812,128.0,1722,1205,11.5,58.2,0.7867,2004,3,23,20,0,0,1,0,0,0,0,0
315,1.7,1089,7.6,884,89,1006,101.0,1487,975,12.6,54.2,0.7881,2004,3,23,21,0,0,1,0,0,0,0,0
316,1.3,1000,5.3,776,81,1141,96.0,1375,896,12.0,54.9,0.7664,2004,3,23,22,0,0,1,0,0,0,0,0
317,1.3,1041,5.4,782,78,1105,86.0,1425,911,11.0,61.4,0.8057,2004,3,23,23,0,0,1,0,0,0,0,0
318,1.2,1045,4.9,756,70,1137,85.0,1411,902,11.1,62.2,0.8199,2004,3,24,0,0,0,0,1,0,0,0,0
319,1.1,997,4.6,744,76,1151,79.0,1405,832,10.8,62.5,0.8082,2004,3,24,1,0,0,0,1,0,0,0,0
320,0.9,948,2.7,634,43,1320,61.0,1326,715,11.3,60.0,0.8025,2004,3,24,2,0,0,0,1,0,0,0,0
325,1.2,1045,4.8,751,79,1186,75.0,1403,800,10.4,59.2,0.7455,2004,3,24,7,0,0,0,1,0,0,0,0
326,3.1,1383,13.8,1109,174,832,97.0,1706,1173,11.0,57.3,0.7501,2004,3,24,8,0,0,0,1,0,0,0,0
327,4.4,1597,23.7,1395,235,652,110.0,2080,1519,11.2,56.9,0.7565,2004,3,24,9,0,0,0,1,0,0,0,0
328,3.4,1318,14.2,1124,218,762,113.0,1770,1287,12.1,54.9,0.7734,2004,3,24,10,0,0,0,1,0,0,0,0
329,1.7,1138,8.0,898,136,950,88.0,1505,966,15.1,44.3,0.7535,2004,3,24,11,0,0,0,1,0,0,0,0
330,1.5,1098,6.7,842,117,1012,85.0,1440,828,15.6,40.6,0.7146,2004,3,24,12,0,0,0,1,0,0,0,0
331,1.7,1118,8.7,927,119,959,96.0,1477,825,16.9,34.6,0.6597,2004,3,24,13,0,0,0,1,0,0,0,0
332,2.2,1170,10.8,1009,126,879,106.0,1566,872,16.6,35.6,0.6697,2004,3,24,14,0,0,0,1,0,0,0,0
333,2.45,1112,6.7,842,100,1015,91.0,1494,680,11.3,63.9,0.8554,2004,3,24,15,0,0,0,1,0,0,0,0
334,2.7,1390,11.4,1028,197,829,126.0,1730,1002,9.6,81.1,0.972,2004,3,24,16,0,0,0,1,0,0,0,0
335,2.8,1353,13.4,1096,195,774,130.0,1783,1159,11.7,69.1,0.9497,2004,3,24,17,0,0,0,1,0,0,0,0
336,2.7,1260,12.0,1050,156,828,111.0,1722,979,10.7,68.5,0.8794,2004,3,24,18,0,0,0,1,0,0,0,0
337,4.5,1501,20.2,1302,247,681,134.0,2008,1311,10.7,67.3,0.8643,2004,3,24,19,0,0,0,1,0,0,0,0
338,3.5,1273,14.4,1130,190,795,136.0,1744,1071,10.8,65.7,0.8486,2004,3,24,20,0,0,0,1,0,0,0,0
339,2.6,1179,9.4,955,169,928,125.0,1571,899,10.3,66.3,0.8336,2004,3,24,21,0,0,0,1,0,0,0,0
340,1.7,1047,5.9,809,118,1064,108.0,1435,766,10.1,66.9,0.8248,2004,3,24,22,0,0,0,1,0,0,0,0
341,1.3,973,4.5,739,81,1186,87.0,1354,589,10.4,61.1,0.7717,2004,3,24,23,0,0,0,1,0,0,0,0
342,1.3,997,4.5,737,80,1168,89.0,1341,631,10.3,59.9,0.7516,2004,3,25,0,0,0,0,0,1,0,0,0
343,1.0,970,2.5,621,42,1400,58.0,1249,479,11.0,58.4,0.7686,2004,3,25,1,0,0,0,0,1,0,0,0
349,1.1,1038,3.8,697,84,1260,82.0,1383,605,8.1,79.0,0.8544,2004,3,25,7,0,0,0,0,1,0,0,0
350,2.7,1320,11.6,1035,184,902,112.0,1721,991,8.7,74.6,0.8429,2004,3,25,8,0,0,0,0,1,0,0,0
351,3.5,1353,17.8,1235,202,740,119.0,1937,1175,8.6,75.1,0.8415,2004,3,25,9,0,0,0,0,1,0,0,0
352,2.3,1133,8.8,933,133,969,99.0,1552,923,9.7,69.7,0.8389,2004,3,25,10,0,0,0,0,1,0,0,0
353,1.6,1066,6.8,849,130,1039,98.0,1468,829,11.0,64.4,0.8447,2004,3,25,11,0,0,0,0,1,0,0,0
354,1.3,1027,5.9,809,106,1081,88.0,1442,733,13.6,53.0,0.8209,2004,3,25,12,0,0,0,0,1,0,0,0
355,2.0,1106,8.9,935,132,958,96.0,1570,819,14.2,48.4,0.778,2004,3,25,13,0,0,0,0,1,0,0,0
356,1.9,1038,8.2,907,106,976,81.0,1492,723,14.2,46.3,0.7438,2004,3,25,14,0,0,0,0,1,0,0,0
357,1.9,1084,8.6,924,125,986,92.0,1501,786,16.0,41.3,0.7462,2004,3,25,15,0,0,0,0,1,0,0,0
358,2.2,1105,10.1,982,138,939,105.0,1545,850,17.7,35.4,0.7094,2004,3,25,16,0,0,0,0,1,0,0,0
359,2.0,1102,9.4,957,120,968,88.0,1527,820,17.1,37.4,0.7225,2004,3,25,17,0,0,0,0,1,0,0,0
360,2.9,1240,14.6,1137,158,836,103.0,1748,991,14.9,40.5,0.6835,2004,3,25,18,0,0,0,0,1,0,0,0
361,5.2,1443,24.6,1418,253,666,141.0,2060,1454,13.4,47.8,0.7293,2004,3,25,19,0,0,0,0,1,0,0,0
362,4.6,1389,21.6,1341,231,692,133.0,1982,1488,12.6,52.5,0.7642,2004,3,25,20,0,0,0,0,1,0,0,0
363,2.5,1183,10.3,989,150,904,119.0,1539,1205,12.2,53.2,0.7555,2004,3,25,21,0,0,0,0,1,0,0,0
364,1.5,1014,5.7,798,99,1083,106.0,1376,909,10.6,56.1,0.714,2004,3,25,22,0,0,0,0,1,0,0,0
365,1.2,979,4.5,736,75,1154,92.0,1324,769,9.9,59.5,0.7276,2004,3,25,23,0,0,0,0,1,0,0,0
366,1.7,1048,5.5,787,93,1098,97.0,1373,835,9.6,61.1,0.7323,2004,3,26,0,0,0,0,0,0,1,0,0
367,1.4,1024,4.8,753,79,1131,91.0,1357,793,9.7,61.6,0.7425,2004,3,26,1,0,0,0,0,0,1,0,0
368,1.2,974,3.6,690,67,1208,83.0,1313,733,9.4,62.6,0.7398,2004,3,26,2,0,0,0,0,0,1,0,0
370,0.7,925,2.2,602,45,1398,59.0,1263,562,8.0,69.4,0.7459,2004,3,26,4,0,0,0,0,0,1,0,0
371,0.8,952,3.0,654,72,1210,73.0,1312,832,7.7,72.4,0.7655,2004,3,26,5,0,0,0,0,0,1,0,0
372,0.9,1005,4.0,713,103,1130,78.0,1363,924,8.0,71.8,0.7711,2004,3,26,6,0,0,0,0,0,1,0,0
373,1.6,1122,6.7,842,132,1015,90.0,1438,974,8.5,66.3,0.7375,2004,3,26,7,0,0,0,0,0,1,0,0
374,3.4,1351,16.7,1201,239,783,110.0,1828,1307,9.8,59.6,0.7214,2004,3,26,8,0,0,0,0,0,1,0,0
375,3.8,1408,19.3,1278,275,682,114.0,1928,1481,11.2,57.0,0.7544,2004,3,26,9,0,0,0,0,0,1,0,0
376,3.1,1304,14.8,1142,232,772,119.0,1747,1405,14.8,44.1,0.7407,2004,3,26,10,0,0,0,0,0,1,0,0
377,2.7,1207,13.4,1098,180,826,121.0,1664,1195,16.8,35.3,0.6729,2004,3,26,11,0,0,0,0,0,1,0,0
378,2.0,1099,11.0,1014,112,948,97.0,1503,868,19.2,27.1,0.5976,2004,3,26,12,0,0,0,0,0,1,0,0
379,2.3,1106,12.5,1068,116,915,99.0,1535,874,19.1,26.2,0.5741,2004,3,26,13,0,0,0,0,0,1,0,0
380,1.9,1009,8.4,916,103,1015,85.0,1391,738,16.3,30.8,0.5683,2004,3,26,14,0,0,0,0,0,1,0,0
381,1.3,962,5.3,776,89,1152,75.0,1279,550,14.2,36.8,0.5922,2004,3,26,15,0,0,0,0,0,1,0,0
382,1.9,1093,8.8,933,112,976,87.0,1454,777,13.4,41.0,0.6292,2004,3,26,16,0,0,0,0,0,1,0,0
383,2.3,1180,11.2,1023,127,886,102.0,1588,966,14.2,43.3,0.6982,2004,3,26,17,0,0,0,0,0,1,0,0
384,2.4,1168,11.6,1037,125,868,105.0,1580,990,12.1,45.6,0.6403,2004,3,26,18,0,0,0,0,0,1,0,0
385,2.7,1168,12.4,1063,120,876,98.0,1540,944,10.4,48.0,0.6046,2004,3,26,19,0,0,0,0,0,1,0,0
386,2.6,1140,10.6,1000,120,916,93.0,1490,962,10.0,51.1,0.628,2004,3,26,20,0,0,0,0,0,1,0,0
387,1.5,1001,6.0,811,99,1097,91.0,1308,778,9.8,50.8,0.6172,2004,3,26,21,0,0,0,0,0,1,0,0
388,1.2,953,4.6,743,79,1185,85.0,1252,690,9.7,50.4,0.6063,2004,3,26,22,0,0,0,0,0,1,0,0
389,1.1,972,4.1,715,66,1237,74.0,1258,644,9.9,50.2,0.6103,2004,3,26,23,0,0,0,0,0,1,0,0
390,1.5,1021,5.2,776,94,1144,87.0,1307,753,9.4,53.4,0.63,2004,3,27,0,1,0,0,0,0,0,1,0
391,1.0,940,3.2,664,70,1290,79.0,1232,646,8.6,57.8,0.6488,2004,3,27,1,1,0,0,0,0,0,1,0
392,1.2,1046,4.5,736,75,1142,78.0,1312,838,8.1,62.1,0.6746,2004,3,27,2,1,0,0,0,0,0,1,0
393,1.1,1026,3.8,699,66,1191,70.5,1292,851,7.9,63.5,0.6777,2004,3,27,3,1,0,0,0,0,0,1,0
394,0.9500000000000001,983,3.8,698,57,1209,63.0,1296,801,7.4,64.8,0.6683,2004,3,27,4,1,0,0,0,0,0,1,0
395,0.8,915,1.9,578,32,1417,48.0,1212,665,8.2,58.9,0.6444,2004,3,27,5,1,0,0,0,0,0,1,0
396,0.9,935,2.4,615,54,1373,59.0,1250,717,6.3,66.6,0.641,2004,3,27,6,1,0,0,0,0,0,1,0
397,1.1,976,3.3,669,68,1270,65.0,1266,795,7.2,62.9,0.6396,2004,3,27,7,1,0,0,0,0,0,1,0
398,1.5,1124,6.7,842,98,1050,71.0,1418,936,7.2,63.9,0.65,2004,3,27,8,1,0,0,0,0,0,1,0
399,1.8,1163,8.5,919,128,922,84.0,1530,1076,11.1,50.5,0.6654,2004,3,27,9,1,0,0,0,0,0,1,0
400,2.1,1167,9.7,966,129,942,93.0,1520,1016,15.5,36.1,0.6313,2004,3,27,10,1,0,0,0,0,0,1,0
401,2.1,1121,9.4,955,130,992,99.0,1451,834,17.8,29.2,0.592,2004,3,27,11,1,0,0,0,0,0,1,0
402,1.9,1071,9.0,940,111,994,93.0,1449,756,17.6,30.1,0.6013,2004,3,27,12,1,0,0,0,0,0,1,0
403,2.1,1065,10.0,979,106,950,96.0,1467,766,19.1,26.8,0.5861,2004,3,27,13,1,0,0,0,0,0,1,0
404,2.5,1157,12.6,1072,137,888,114.0,1596,905,17.7,28.6,0.5735,2004,3,27,14,1,0,0,0,0,0,1,0
405,1.9,1046,7.6,883,113,1051,101.0,1357,765,17.8,28.4,0.5737,2004,3,27,15,1,0,0,0,0,0,1,0
406,2.2,1147,11.8,1042,122,934,108.0,1538,830,18.7,26.0,0.5555,2004,3,27,16,1,0,0,0,0,0,1,0
407,2.3,1119,11.2,1022,137,916,117.0,1508,853,17.1,31.3,0.6038,2004,3,27,17,1,0,0,0,0,0,1,0
408,2.7,1210,12.4,1062,165,886,125.0,1586,981,15.8,36.1,0.644,2004,3,27,18,1,0,0,0,0,0,1,0
409,3.0,1306,12.9,1079,196,827,133.0,1621,1286,14.7,40.1,0.6657,2004,3,27,19,1,0,0,0,0,0,1,0
410,2.8,1258,12.2,1057,174,841,119.0,1633,1244,13.6,44.9,0.6991,2004,3,27,20,1,0,0,0,0,0,1,0
411,2.2,1148,8.8,930,140,948,107.0,1475,1056,12.5,48.1,0.6946,2004,3,27,21,1,0,0,0,0,0,1,0
412,1.6,1108,6.8,848,102,1023,96.0,1421,1003,11.8,50.8,0.7042,2004,3,27,22,1,0,0,0,0,0,1,0
413,2.1,1231,8.6,924,130,906,105.0,1483,1245,10.9,56.1,0.7326,2004,3,27,23,1,0,0,0,0,0,1,0
414,2.3,1293,8.9,937,121,930,102.0,1464,1200,10.9,55.9,0.7277,2004,3,28,0,1,0,0,0,0,0,0,1
415,2.3,1274,8.3,912,111,939,97.0,1451,1188,10.3,58.1,0.7278,2004,3,28,1,1,0,0,0,0,0,0,1
416,1.7,1135,6.3,827,87,1013,79.0,1395,1070,9.3,62.2,0.7294,2004,3,28,2,1,0,0,0,0,0,0,1
417,2.2,1151,8.3,911,82,935,74.0,1501,1075,8.2,66.7,0.7276,2004,3,28,3,1,0,0,0,0,0,0,1
418,1.3,1010,5.1,769,77,1110,69.0,1396,895,8.3,64.9,0.7124,2004,3,28,4,1,0,0,0,0,0,0,1
419,0.8,870,2.6,626,39,1325,52.0,1284,755,9.6,58.5,0.7,2004,3,28,5,1,0,0,0,0,0,0,1
420,1.1,983,3.6,688,77,1251,62.0,1342,806,7.7,66.4,0.699,2004,3,28,6,1,0,0,0,0,0,0,1
421,1.4,995,3.6,691,91,1219,69.0,1321,836,7.4,68.0,0.7043,2004,3,28,7,1,0,0,0,0,0,0,1
422,1.3,1024,4.7,747,105,1136,75.0,1382,897,9.7,58.6,0.7035,2004,3,28,8,1,0,0,0,0,0,0,1
423,1.9,1163,7.5,880,133,959,83.0,1486,1073,12.5,50.1,0.7242,2004,3,28,9,1,0,0,0,0,0,0,1
424,2.3,1218,9.0,938,128,918,94.0,1501,1088,16.8,36.9,0.7018,2004,3,28,10,1,0,0,0,0,0,0,1
425,2.3,1210,9.5,958,126,933,96.0,1514,1036,19.2,31.3,0.6887,2004,3,28,11,1,0,0,0,0,0,0,1
426,1.8,1114,7.7,887,92,1020,86.0,1438,768,21.3,26.4,0.6607,2004,3,28,12,1,0,0,0,0,0,0,1
427,1.4,995,5.7,796,66,1159,72.0,1287,587,21.2,23.1,0.5768,2004,3,28,13,1,0,0,0,0,0,0,1
428,1.0,927,3.8,700,50,1285,53.0,1189,452,18.6,25.0,0.5319,2004,3,28,14,1,0,0,0,0,0,0,1
429,1.4,1002,4.8,754,70,1189,65.0,1260,470,18.0,27.3,0.5594,2004,3,28,15,1,0,0,0,0,0,0,1
430,1.3,987,4.3,727,73,1213,70.0,1244,502,18.2,28.3,0.5848,2004,3,28,16,1,0,0,0,0,0,0,1
431,1.3,993,4.1,714,77,1217,75.0,1238,516,17.0,31.4,0.6048,2004,3,28,17,1,0,0,0,0,0,0,1
432,1.4,1012,4.7,746,86,1174,86.0,1301,555,15.6,35.0,0.617,2004,3,28,18,1,0,0,0,0,0,0,1
433,1.9,1114,6.2,823,93,1068,94.0,1357,671,14.1,40.2,0.6438,2004,3,28,19,1,0,0,0,0,0,0,1
434,1.8,1093,5.5,789,105,1102,103.0,1329,788,13.4,43.2,0.6623,2004,3,28,20,1,0,0,0,0,0,0,1
435,1.1,968,3.3,669,67,1261,81.0,1246,538,12.3,46.8,0.6686,2004,3,28,21,1,0,0,0,0,0,0,1
436,1.1,960,3.2,666,63,1266,80.0,1224,544,11.9,46.5,0.6449,2004,3,28,22,1,0,0,0,0,0,0,1
437,1.1,942,2.9,648,63,1300,77.0,1204,500,11.5,46.6,0.6319,2004,3,28,23,1,0,0,0,0,0,0,1
438,0.9,888,2.2,598,46,1396,58.0,1156,417,10.6,48.0,0.6135,2004,3,29,0,0,1,0,0,0,0,0,0
444,0.9,946,2.9,643,76,1309,75.0,1232,760,9.9,50.7,0.6167,2004,3,29,6,0,1,0,0,0,0,0,0
445,2.9,1309,14.3,1125,181,844,103.0,1687,1183,8.1,56.8,0.615,2004,3,29,7,0,1,0,0,0,0,0,0
446,4.1,1326,19.7,1289,259,714,134.0,1806,1431,10.9,44.1,0.5748,2004,3,29,8,0,1,0,0,0,0,0,0
447,1.5,966,5.5,786,118,1111,98.0,1258,705,11.8,37.6,0.5184,2004,3,29,9,0,1,0,0,0,0,0,0
448,1.5,975,5.6,793,119,1133,97.0,1254,637,13.9,33.2,0.5222,2004,3,29,10,0,1,0,0,0,0,0,0
449,1.5,988,5.8,803,123,1105,98.0,1293,658,15.6,30.1,0.5285,2004,3,29,11,0,1,0,0,0,0,0,0
450,1.4,971,5.5,786,92,1129,78.0,1272,546,16.5,29.0,0.5406,2004,3,29,12,0,1,0,0,0,0,0,0
451,1.6,1010,6.5,833,91,1070,83.0,1332,561,17.5,27.9,0.5517,2004,3,29,13,0,1,0,0,0,0,0,0
452,1.5,984,5.5,790,103,1131,92.0,1268,532,17.9,26.8,0.5446,2004,3,29,14,0,1,0,0,0,0,0,0
453,1.4,962,5.2,776,102,1131,81.0,1247,535,18.2,26.1,0.5387,2004,3,29,15,0,1,0,0,0,0,0,0
454,1.5,1012,5.8,801,94,1098,90.0,1289,525,18.0,27.1,0.5522,2004,3,29,16,0,1,0,0,0,0,0,0
455,1.9,1058,7.9,896,98,996,95.0,1358,603,17.0,28.9,0.5558,2004,3,29,17,0,1,0,0,0,0,0,0
456,2.5,1173,10.2,985,126,905,114.0,1477,802,16.1,31.3,0.568,2004,3,29,18,0,1,0,0,0,0,0,0
457,2.1,1127,8.2,907,108,957,106.0,1404,796,14.5,35.4,0.5839,2004,3,29,19,0,1,0,0,0,0,0,0
458,1.6,1020,5.7,797,95,1066,99.0,1302,689,13.2,37.9,0.5733,2004,3,29,20,0,1,0,0,0,0,0,0
459,1.2,949,3.8,700,78,1221,90.0,1178,553,13.1,34.4,0.517,2004,3,29,21,0,1,0,0,0,0,0,0
460,1.1,930,4.0,710,61,1278,82.0,1137,509,13.5,28.5,0.4405,2004,3,29,22,0,1,0,0,0,0,0,0
461,1.0,900,2.8,643,55,1339,74.0,1089,455,12.4,31.9,0.4583,2004,3,29,23,0,1,0,0,0,0,0,0
462,1.0,899,2.6,630,57,1418,76.0,1050,425,13.1,26.8,0.4023,2004,3,30,0,0,0,1,0,0,0,0,0
